,movimiento,impac_position,responsabilidad,quien,calle,garaje,roton\w*,autopista,avenida,cruce,cruze,esquina\w*,estacionami\w*,carril,ruta,semaforo\w*,intersec.?,tunel,peaje
948,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1407,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
529,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
342,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1356,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
789,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
911,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,1,8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1424,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
756,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
